REEF_ID,SITE_NO,Algae,Hard Coral
23082S,1,94.5,4
23082S,2,96.1,2.6
23082S,3,94.8,3.9
23082S,1,91.7,5.5
23082S,2,97.5,2
23082S,3,96,3.3
23082S,1,87.2,10.8
23082S,2,96.4,3
23082S,3,90.1,8.7
23082S,1,65.8,30.6
23082S,2,87.7,11.2
23082S,3,73.2,25.4
23082S,1,39.1,59.3
23082S,2,70.2,28.5
23082S,3,47.5,52.1
23082S,1,17.1,80.2
23082S,2,45.1,54.2
23082S,3,37.2,61.2
23082S,1,37.3,60.9
23082S,2,44,54.7
23082S,3,34.3,64.9
14123S,1,25.69,16.59
14123S,2,25.54,16.48
14123S,3,46.11,26.59
14123S,1,40.36,20.09
14123S,2,44.12,16.71
14123S,3,51.68,32.59
14123S,1,31.14,19.48
14123S,2,37.67,19.29
14123S,3,43.53,32.06
14123S,1,38.4,21
14123S,2,33.05,21.54
14123S,3,48.69,31.4
14123S,1,36.4,19.4
14123S,2,38.86,21
14123S,3,52.35,29.76
14123S,1,37.27,19.55
14123S,2,36.07,23.31
14123S,3,47.45,31.77
14123S,1,36.51,19.93
14123S,2,42.45,23.23
14123S,3,48.64,30.15
14123S,1,39.4,16.4
14123S,2,55.64,22.26
14123S,3,54.25,26.23
14123S,1,41.4,21.65
14123S,2,49.65,23.82
14123S,3,53.95,30.21
14123S,1,43.04,16.62
14123S,2,59,17
14123S,3,62.3,24.8
14123S,1,37.73,18.67
14123S,2,56.28,19.61
14123S,3,54.5,33.13
14123S,1,35.3,26.2
14123S,2,46,22.6
14123S,3,52.3,35.37
14123S,1,33.37,28.46
14123S,2,47.44,28.43
14123S,3,44.61,38.38
14123S,1,36.8,29
14123S,2,49.9,25.5
14123S,3,44.4,41.1
14123S,1,41.7,25.2
14123S,2,48.2,29.2
14123S,3,45.4,41.4
14123S,1,44.8,30.4
14123S,2,42.3,30
14123S,3,55.1,30.1
14123S,1,72,17.1
14123S,2,64.7,3
14123S,3,82.5,8.3
14123S,1,65.4,11
14123S,2,47.9,0.5
14123S,3,84.1,2.9
14126S,1,43.98,29.88
14126S,2,38.96,35.26
14126S,3,38.29,37.3
14126S,1,55.27,34.17
14126S,2,58,36.05
14126S,3,49.67,35.23
14126S,1,42.53,41.66
14126S,2,47.26,38.68
14126S,3,44.96,44.03
14126S,1,48.8,37.1
14126S,2,46.8,39.14
14126S,3,49.4,39.6
14126S,1,42.89,45.66
14126S,2,51.09,40.98
14126S,3,42.53,45.78
14126S,1,41,45.91
14126S,2,41.63,46.14
14126S,3,43.64,44.88
14126S,1,39.31,40.89
14126S,2,45.03,45.26
14126S,3,49.06,38.92
14126S,1,40.54,48.07
14126S,2,44.08,48.8
14126S,3,47.76,41.01
14126S,1,36.43,51.8
14126S,2,40.66,50.31
14126S,3,41.43,48.09
14126S,1,38.5,51.5
14126S,2,41.18,51.91
14126S,3,39.68,49.71
14126S,1,41.06,47.68
14126S,2,42.24,51.54
14126S,3,41.11,51.59
14126S,1,41.7,47.29
14126S,2,40.42,52.16
14126S,3,44.14,47.37
14126S,1,39.9,45.3
14126S,2,41.56,51.4
14126S,3,42.2,50.2
14126S,1,42.3,50.5
14126S,2,44.4,48.9
14126S,3,41.9,49.1
14126S,1,41,51.5
14126S,2,41,52.7
14126S,3,43.59,47.9
14126S,1,52.1,38
14126S,2,53.6,38
14126S,3,52.2,41.2
14126S,1,89.4,2.7
14126S,2,87.2,4.1
14126S,3,85.5,6.8
14126S,1,83.9,2.8
14126S,2,89.1,4.3
14126S,3,88.3,2.9
14114S,1,38.01,24.45
14114S,2,42.81,23.73
14114S,3,46.68,19.84
14114S,1,43.37,22.24
14114S,2,41.37,25.77
14114S,3,43.26,22.2
14114S,1,49.2,22.05
14114S,2,50.15,28.2
14114S,3,52.62,29.11
14114S,1,39.88,22.83
14114S,2,43.99,24.32
14114S,3,41.44,21.73
14114S,1,47.1,16.4
14114S,2,53.98,17.62
14114S,3,53.35,16.64
14114S,1,49.24,16.24
14114S,2,56.27,19.04
14114S,3,53.92,16.13
14114S,1,49.62,18.34
14114S,2,50.74,20.35
14114S,3,56.26,15.24
14114S,1,49.57,16.34
14114S,2,51.59,19.1
14114S,3,53.62,17.63
14114S,1,44.65,20.02
14114S,2,56.17,19
14114S,3,54.22,18.37
14114S,1,49.59,17.72
14114S,2,54.5,19.4
14114S,3,54.26,21.32
14114S,1,46.2,19.1
14114S,2,57.14,20.65
14114S,3,54.34,20.52
14114S,1,46.9,18.18
14114S,2,55.6,20.99
14114S,3,52.39,24.18
14114S,1,46.67,21.68
14114S,2,50.7,18.8
14114S,3,54.55,21.78
14114S,1,40.19,26.3
14114S,2,49.08,28.28
14114S,3,48.06,24.98
14114S,1,45.85,18.83
14114S,2,52.4,20.3
14114S,3,51.9,24.9
14114S,1,38.94,32.02
14114S,2,49.9,23.5
14114S,3,49.8,25.4
14114S,1,42.6,27.8
14114S,2,45.1,35.9
14114S,3,58.6,20.2
14114S,1,64.6,13.3
14114S,2,68.5,14.3
14114S,3,71,8.5
14114S,1,69.3,17.1
14114S,2,74.2,12
14114S,3,71.1,10.7
14116S,1,59.98,11.05
14116S,2,51.74,18.3
14116S,3,51.65,21.55
14116S,1,65.71,8.12
14116S,2,57.83,12.73
14116S,3,60.17,20.43
14116S,1,58.85,6.93
14116S,2,55.38,12.24
14116S,3,52.26,16.85
14116S,1,62.62,7.5
14116S,2,57.59,13.14
14116S,3,59.65,13.12
14116S,1,61.06,6.97
14116S,2,57.83,14.24
14116S,3,53.78,16.83
14116S,1,62.11,6.67
14116S,2,56.69,12.46
14116S,3,56.79,18.88
14116S,1,66.7,8.55
14116S,2,61.44,14.2
14116S,3,58.89,14.01
14116S,1,67.82,8.14
14116S,2,66.78,10.46
14116S,3,63.18,14.81
14116S,1,68.18,7.91
14116S,2,57.77,11.98
14116S,3,55.31,21.15
14116S,1,65.82,14.18
14116S,2,59.56,13.71
14116S,3,60.44,19.26
14116S,1,57.89,13.98
14116S,2,53.57,14.9
14116S,3,56,20.39
14116S,1,57.7,13
14116S,2,57.31,16.93
14116S,3,53,19.8
14116S,1,58.97,15.39
14116S,2,60.46,19.52
14116S,3,50.21,28.15
14116S,1,56.95,17.42
14116S,2,54.56,21.02
14116S,3,49.5,28.2
14116S,1,56.2,17.9
14116S,2,50.8,25.8
14116S,3,43.44,31.54
14116S,1,55.5,18.3
14116S,2,41.24,28.52
14116S,3,46.9,29.1
14116S,1,78.5,4.1
14116S,2,74.1,8.5
14116S,3,69.1,14.1
14116S,1,83.9,5
14116S,2,85.4,5.3
14116S,3,78.3,10.3
14143S,1,57.73,21.95
14143S,2,55.16,20.32
14143S,3,43.71,21.06
14143S,1,66.04,19.97
14143S,2,70.33,21.24
14143S,3,63.75,16.26
14143S,1,59.39,20.74
14143S,2,55.02,19.25
14143S,3,54.88,14.84
14143S,1,64.22,15.45
14143S,2,63.18,15.94
14143S,3,63.8,9.6
14143S,1,60.26,19.57
14143S,2,64.72,21.37
14143S,3,66.82,10.01
14143S,1,59.49,17.7
14143S,2,60.58,19.51
14143S,3,61.76,11.49
14143S,1,64.94,18.47
14143S,2,60.92,20.3
14143S,3,59.9,11.19
14143S,1,63.18,21.21
14143S,2,55.2,25.7
14143S,3,62.94,16.03
14143S,1,69.04,18.04
14143S,2,63.93,26.24
14143S,3,62.47,15.22
14143S,1,63.54,24.86
14143S,2,58.14,30.34
14143S,3,68.3,18.7
14143S,1,63.81,19.01
14143S,2,53.55,31.81
14143S,3,63.46,21.19
14143S,1,66.58,20.28
14143S,2,54.92,30.26
14143S,3,58.5,24.9
14143S,1,59.1,24.02
14143S,2,50.29,35.97
14143S,3,53.07,24.94
14143S,1,65.56,19.82
14143S,2,51.5,39.6
14143S,3,56.4,27.6
14143S,1,62.8,28.7
14143S,2,47.84,41.85
14143S,3,54.36,32.44
14143S,1,60.7,30.8
14143S,2,46.7,43.2
14143S,3,50.1,34.6
14143S,1,77.95,8.32
14143S,2,83.5,8.7
14143S,3,78.3,9.8
14143S,1,81.2,7.1
14143S,2,68.2,4.1
14143S,3,78.69,3
14137S,1,90.09,7.54
14137S,2,81.04,14.37
14137S,3,75.07,17.49
14137S,1,70.28,20.37
14137S,2,65.96,23
14137S,3,62.56,25.81
14137S,1,60.47,30.87
14137S,2,55.97,33
14137S,3,50.18,34.45
14137S,1,40.47,51.5
14137S,2,37.1,50.8
14137S,3,42.06,42.8
14137S,1,29.83,57.95
14137S,2,26.77,62.71
14137S,3,36.77,47.53
14137S,1,18.36,73.01
14137S,2,24.83,63.99
14137S,3,27.57,58.49
14137S,1,27.21,64.76
14137S,2,30.79,64.67
14137S,3,33.07,56.48
14137S,1,32.31,61.81
14137S,2,32.26,62.42
14137S,3,30.24,58.31
14137S,1,33.5,61.46
14137S,2,37.57,57.83
14137S,3,34.45,54.65
14137S,1,43.33,51.4
14137S,2,39.27,57.6
14137S,3,32.58,58.81
14137S,1,32.17,61.24
14137S,2,40.37,54.69
14137S,3,35,55.87
14137S,1,50.54,43.41
14137S,2,52.25,41.74
14137S,3,54.66,31.83
14137S,1,58.78,34.31
14137S,2,62.71,30.29
14137S,3,60.09,26.75
14137S,1,56.64,34.33
14137S,2,50.76,40.03
14137S,3,51.4,33.9
14137S,1,46.8,44.9
14137S,2,49,42
14137S,3,48.8,39.5
14137S,1,59.1,34.3
14137S,2,58.6,32.3
14137S,3,63.8,24.3
14137S,1,67.8,27.6
14137S,2,67.14,26.65
14137S,3,66.6,21.6
14137S,1,85.7,9
14137S,2,83.8,8.8
14137S,3,81.3,7.7
14138S,1,77.95,14.3
14138S,2,86.4,6.83
14138S,3,80.55,10.16
14138S,1,71,15.06
14138S,2,77.81,8.35
14138S,3,71.72,13.96
14138S,1,62.4,22.73
14138S,2,75.14,15.62
14138S,3,68.76,20.33
14138S,1,58.89,28.15
14138S,2,65.73,24.67
14138S,3,66.78,27.57
14138S,1,47.45,35.75
14138S,2,53.81,33.58
14138S,3,57.89,29.3
14138S,1,35.34,46.68
14138S,2,39.13,45.24
14138S,3,54.47,37.85
14138S,1,26.89,59.19
14138S,2,28.93,59.88
14138S,3,49.49,44.3
14138S,1,30.77,57.66
14138S,2,35.23,57.82
14138S,3,48.37,46.59
14138S,1,27.06,63.95
14138S,2,34.33,57.71
14138S,3,43.96,51.33
14138S,1,25.35,65.92
14138S,2,32,63
14138S,3,39.42,55.43
14138S,1,33.48,57.58
14138S,2,31.71,62.35
14138S,3,46.76,51.03
14138S,1,30.64,61.6
14138S,2,29.35,64.44
14138S,3,45.6,51.29
14138S,1,40.27,51.4
14138S,2,45.89,50.49
14138S,3,54.16,43.53
14138S,1,68.9,22.9
14138S,2,72.2,22.9
14138S,3,70.01,27.13
14138S,1,54.6,31.1
14138S,2,61.2,31.4
14138S,3,59.7,38.1
14138S,1,43.6,44.3
14138S,2,56.6,36.4
14138S,3,54.3,43.1
14138S,1,65.5,24.3
14138S,2,77.5,16.8
14138S,3,71.5,24.6
14138S,1,65.2,23.4
14138S,2,76.8,18.1
14138S,3,85.2,12.7
14138S,1,80.3,9.6
14138S,2,89,8.2
14138S,3,94.7,3.9
14139S,1,55.74,17.86
14139S,2,58.2,18.4
14139S,3,54.1,26.84
14139S,1,43.83,25.83
14139S,2,49.58,26.22
14139S,3,49.38,34.1
14139S,1,34.52,38.94
14139S,2,42.67,38.89
14139S,3,43.24,43.16
14139S,1,31.48,45.28
14139S,2,37.31,40.52
14139S,3,39.9,46.4
14139S,1,26,52.22
14139S,2,24.12,49.7
14139S,3,30.52,51.95
14139S,1,18.02,65.51
14139S,2,20.62,56.45
14139S,3,30.55,56.78
14139S,1,23.66,58.47
14139S,2,38.85,45.7
14139S,3,36.2,51.06
14139S,1,29.12,54.93
14139S,2,33,48.35
14139S,3,37.66,53.23
14139S,1,25.94,62.72
14139S,2,29.81,56.12
14139S,3,39,50.9
14139S,1,28.13,58.36
14139S,2,37.64,52.52
14139S,3,45.73,45.48
14139S,1,40.04,50.68
14139S,2,30.83,53.74
14139S,3,40.88,47.57
14139S,1,51.05,39.6
14139S,2,55.01,35.37
14139S,3,49.95,38.46
14139S,1,70,20.7
14139S,3,61.16,27.33
14139S,1,50.1,36.5
14139S,2,51.3,29.4
14139S,3,48.7,41
14139S,1,44.1,37.2
14139S,2,44.3,36.8
14139S,3,47.5,40.7
14139S,1,39.5,42.9
14139S,2,52.8,29.1
14139S,3,66.8,24
14139S,1,79.3,12.4
14139S,2,64,23.7
14139S,3,67.2,25.8
14139S,1,85.8,8.2
14139S,2,81.7,12.6
14139S,3,83.3,9.2
16071S,1,46.92,21.49
16071S,2,40.09,34.09
16071S,3,48.75,30.12
16071S,1,44.69,21.04
16071S,2,41.5,27.4
16071S,3,42.3,31.6
16071S,1,40.64,22.83
16071S,2,39.4,31.4
16071S,3,38.1,41.7
16071S,1,48.9,14.7
16071S,2,50.8,21.7
16071S,3,61.6,20.2
16071S,1,43.4,18
16071S,2,35.7,29.7
16071S,3,51.2,21.8
16071S,1,29.03,26.02
16071S,2,29.7,30.6
16071S,3,45.2,30.4
16071S,1,56.1,13.1
16071S,2,60.9,11.5
16071S,3,72.5,11.2
17016S,1,53.4,17.93
17016S,2,58.16,17.41
17016S,3,62.1,15.5
17016S,1,52.6,12.6
17016S,2,56.85,22.13
17016S,3,53,15.5
17016S,1,48.1,22.1
17016S,2,49.2,21.2
17016S,3,49.6,20.7
17016S,1,61.8,8.7
17016S,2,63.8,10.9
17016S,3,65.2,10.6
17016S,1,56.2,11
17016S,2,63.6,11.8
17016S,3,64.6,11.7
17016S,1,79.38,3.91
17016S,2,81.1,5.6
17016S,3,79.5,5.6
17024S,1,69.9,14.5
17024S,2,70.12,15.44
17024S,3,79.7,8.9
17024S,1,64.74,19.64
17024S,2,62.2,23.1
17024S,3,68.4,16.9
17024S,1,41.4,38.6
17024S,2,50.1,36.6
17024S,3,54.5,26.3
17024S,1,54.46,31.03
17024S,2,55.6,31.4
17024S,3,57.4,27.9
17024S,1,44,42.2
17024S,2,45.9,41.5
17024S,3,42.21,44.35
17024S,1,39.21,45.05
17024S,2,46.6,39.2
17024S,3,44.8,41.8
17024S,1,76.7,8.8
17024S,2,75.1,14.8
17024S,3,77.4,10.4
17034S,1,63.4,13.5
17034S,2,58.21,25.29
17034S,3,61.65,25.61
17034S,1,65.8,16.4
17034S,2,57.8,29.2
17034S,3,59.57,23.22
17034S,1,48.43,31.13
17034S,2,37.5,45.2
17034S,3,42.2,43.7
17034S,1,59.1,23.3
17034S,2,67.9,20
17034S,3,69.57,21.02
17034S,1,41.8,41
17034S,2,43.4,38.6
17034S,3,47.1,38.7
17034S,1,36.2,46.5
17034S,2,33.9,54.4
17034S,3,36.5,50.1
17034S,1,64.1,23
17034S,2,57.3,31.1
17034S,3,56.97,30.22
17063A,1,85.2,7.2
17063A,2,85.98,5.91
17063A,3,88.8,3.7
17063A,1,87.11,5.57
17063A,2,86.48,5.71
17063A,3,84.8,3.93
17063A,1,83.1,9.2
17063A,2,80.8,7.6
17063A,3,83.2,6.4
17063A,1,85.89,7.81
17063A,2,81.7,8.8
17063A,3,82.5,5.8
17063A,1,62.5,31.4
17063A,2,53.6,36.9
17063A,3,71.9,18.8
17063A,1,83.8,8.5
17063A,2,85.1,7.6
17063A,3,81.9,5.9
17064S,1,75.65,6.43
17064S,2,70.58,4.01
17064S,3,73.3,7.26
17064S,1,85.59,7.09
17064S,2,93.8,2.89
17064S,3,95.85,2.22
17064S,1,66,21.2
17064S,2,70.8,18.4
17064S,3,80.6,13
17064S,1,79.4,16.1
17064S,2,69.5,23.9
17064S,3,73.7,21.6
17064S,1,28.9,56.4
17064S,2,24.8,64.2
17064S,3,20.6,68.3
17064S,1,87.6,2.6
17064S,2,88.9,5.1
17064S,3,93.2,2.5
17014S,1,73.1,14.4
17014S,2,68.49,13.74
17014S,3,67.9,18.3
17014S,1,65.1,16.5
17014S,2,67.2,15.4
17014S,3,61.47,22.52
17014S,1,63.3,21
17014S,2,55.8,23.5
17014S,3,64.2,20.8
17014S,1,75.4,10.9
17014S,2,80.3,9.8
17014S,3,86.2,7.6
17014S,1,73.9,12.4
17014S,2,71.4,16.4
17014S,3,74,10.1
17014S,1,85.3,4.5
17014S,2,86.5,3.8
17014S,3,92,3.1
20309S,1,48.86,41.53
20309S,2,39.43,42.96
20309S,3,40.55,49.31
20309S,1,72.1,12.7
20309S,2,40.26,45.9
20309S,3,36.41,47.6
20309S,1,70.5,10.8
20309S,2,69.87,15.22
20309S,3,58.4,25.5
20309S,1,63.9,12.7
20309S,2,60.3,25.3
20309S,3,77.7,8.2
20309S,1,53,9.7
20309S,2,58.4,20.4
20309S,3,56.9,20.4
20309S,1,42.3,20.1
20309S,2,40.9,35.1
20309S,3,43.5,32.3
20309S,1,89.4,4.5
20309S,2,63,20.5
20309S,3,60.8,21.1
20348S,1,55.4,34.8
20348S,2,64.6,7.2
20348S,3,57.9,24.2
20348S,1,59.44,30.64
20348S,2,67.9,8.6
20348S,3,58.47,22.78
20348S,1,71.6,18.7
20348S,2,70.2,5.2
20348S,3,64.1,19.4
20348S,1,58.4,17.8
20348S,2,74.7,5.1
20348S,3,60.8,24.1
20348S,1,64.5,20.1
20348S,2,67.6,6.5
20348S,3,64.6,21.2
20348S,1,76.5,10
20348S,2,73.4,6.4
20348S,3,75,15
20348S,1,76,10.7
20348S,2,75.7,2.9
20348S,3,78.3,15.3
20351A,1,39.3,56.1
20351A,2,41.1,53.9
20351A,3,48.1,44.1
20351A,1,48.57,45.33
20351A,2,51.04,41.29
20351A,3,45.81,42.47
20351A,1,51.7,42
20351A,2,60,32.7
20351A,3,61,29.1
20351A,1,47.8,44.2
20351A,2,57.7,35.8
20351A,3,59.7,28.7
20351A,1,43.4,49.8
20351A,2,50,40.7
20351A,3,47.95,41.53
20351A,1,63.6,30.3
20351A,2,61.3,31.6
20351A,3,70.35,14.83
20351A,1,88.8,9.1
20351A,2,90.89,6.97
20351A,3,82.7,11.4
20351B,1,72.9,20.1
20351B,2,67.37,26.02
20351B,3,55.1,31.5
20351B,1,63.71,25.87
20351B,2,56.27,35.99
20351B,3,47.49,33.33
20351B,1,79.1,14.2
20351B,2,76.7,19.1
20351B,3,67.6,18.5
20351B,1,75.5,15.8
20351B,2,75.4,19.3
20351B,3,61.6,22.3
20351B,1,64.7,26.4
20351B,2,58.7,26.5
20351B,3,57.3,25.4
20351B,1,85.2,12.8
20351B,2,85.1,12.1
20351B,3,74.9,18.2
20351B,1,67.9,23
20351B,2,67.8,26
20351B,3,69.8,18.6
20353S,1,58.6,35.6
20353S,2,64.4,31.1
20353S,3,47.8,47.9
20353S,1,60.76,34.22
20353S,2,53.65,40.48
20353S,3,50.25,44.34
20353S,1,83.1,10.7
20353S,2,81.4,14.5
20353S,3,86.2,9.4
20353S,1,82.2,13.2
20353S,2,77.07,16.53
20353S,3,84.3,8.5
20353S,1,80.1,15.1
20353S,2,72.9,20.9
20353S,3,75.4,17.4
20353S,1,78.6,16.6
20353S,2,63.1,30.8
20353S,3,61.05,33.04
20353S,1,73.3,22.8
20353S,2,68.2,25
20353S,3,61.1,34
21025S,1,32.11,21.24
21025S,2,41.41,26.29
21025S,3,34.6,37.46
21025S,1,33.01,27.18
21025S,2,45.97,24.74
21025S,3,37.68,38.34
21025S,1,37.94,28.42
21025S,2,46.5,25.4
21025S,3,43.3,39.2
21025S,1,37.2,26.5
21025S,2,43.8,24.9
21025S,3,52.2,22.6
21025S,1,35.5,21.2
21025S,2,45.5,22.9
21025S,3,52.1,23.6
21025S,1,29.02,29.54
21025S,2,44.3,25.3
21025S,3,45,36.9
21025S,1,66,11.2
21025S,2,73.5,8.8
21025S,3,86.7,4.3
21060S,1,52.1,38
21060S,2,53.93,40.65
21060S,3,36.67,57.02
21060S,1,76.2,13.6
21060S,2,61.52,34.56
21060S,3,39.23,54.21
21060S,1,86,4.8
21060S,2,95.2,3.5
21060S,3,88.6,10.3
21060S,1,81.5,5.1
21060S,2,93.8,3.4
21060S,3,92.3,4.3
21060S,1,83.4,4.3
21060S,2,90.5,3.2
21060S,3,79.4,9
21060S,1,96.2,0.8
21060S,2,94.3,2.9
21060S,3,89.5,6.2
21060S,1,97.9,0.9
21060S,2,95.3,1.5
21060S,3,93.1,3.4
21062S,1,67.5,27.7
21062S,2,60.6,34
21062S,3,59.02,36.47
21062S,1,62.57,28.25
21062S,2,57.26,35.81
21062S,3,53.75,37.87
21062S,1,62.2,26.1
21062S,2,60.9,32.5
21062S,3,64.8,30.5
21062S,1,73.5,17.2
21062S,2,72.9,21.5
21062S,3,77.7,17.8
21062S,1,83.1,11.6
21062S,2,78.3,18.4
21062S,3,83.78,12.71
21062S,1,88.6,5.5
21062S,2,88.4,9
21062S,3,92.5,4.7
21062S,1,90.8,3.3
21062S,2,94.4,2.7
21062S,3,94.6,2.8
21064S,1,51,45.6
21064S,2,52.2,43
21064S,3,62,30.4
21064S,1,58.67,35.11
21064S,2,55.15,37.02
21064S,3,63.32,31.77
21064S,1,73.7,17.1
21064S,2,76.7,18.8
21064S,3,90.2,8.1
21064S,1,81.5,12.3
21064S,2,85.19,11.4
21064S,3,91.5,5.4
21064S,1,83.7,14.3
21064S,2,81.9,13.1
21064S,3,92.31,4.75
21064S,1,88.9,8.4
21064S,2,84.7,8.9
21064S,3,84.7,9.7
21064S,1,93.1,4.8
21064S,2,90.8,3.6
21064S,3,86.3,6.3
21591S,1,44.9,35.6
21591S,2,51.7,24.3
21591S,3,59.6,27.7
21591S,1,49.9,18.3
21591S,2,46.01,27.61
21591S,3,50.74,34.28
21591S,1,48.4,17.9
21591S,2,54.6,19.8
21591S,3,58.43,26.65
21591S,1,40.2,14.7
21591S,2,48.9,23.9
21591S,3,50.9,30.1
21591S,1,27.2,17.6
21591S,2,45.9,29.3
21591S,3,54.7,30.7
21591S,1,79,7.7
21591S,2,70.3,16.9
21591S,3,77.6,13.9
21591S,1,73.8,7.5
21591S,2,67.2,16.6
21591S,3,77.87,13.62
21139S,1,45,21.2
21139S,2,62.9,26
21139S,3,63.5,19.1
21139S,1,39.28,18.61
21139S,2,64.9,22.6
21139S,3,54.26,22.14
21139S,1,49.9,16.6
21139S,2,64.7,18
21139S,3,74.8,15.9
21139S,1,48.28,26.75
21139S,2,66.3,22.7
21139S,3,75.2,14.5
21139S,1,50.1,24.7
21139S,2,59.4,22.5
21139S,3,68.1,12.8
21139S,1,31.6,29.1
21139S,2,51,37.9
21139S,3,67.5,21.3
21139S,1,36.9,26.1
21139S,2,54.6,31
21139S,3,62.3,18.7
21187S,1,53.65,33.33
21187S,2,53.5,35.6
21187S,3,54.4,35.1
21187S,1,56.53,32.62
21187S,2,56.8,31.2
21187S,3,56.25,34.13
21187S,1,65.08,25.06
21187S,2,76.42,15.43
21187S,3,88.3,2.5
21187S,1,64.1,25
21187S,2,75.1,11.3
21187S,3,85.1,3.8
21187S,1,68.6,24.4
21187S,2,69,17.7
21187S,3,78.3,7
21187S,1,61.1,28.5
21187S,2,63.4,24.7
21187S,3,69.4,20.8
21187S,1,62.9,30.3
21187S,2,65.5,24.4
21187S,3,67.7,17.6
21245S,1,62.21,31.01
21245S,2,59.3,35.47
21245S,3,60,37.1
21245S,1,62.27,32.41
21245S,2,61.35,33.35
21245S,3,65.21,30.57
21245S,1,92.2,6.8
21245S,2,88.8,10
21245S,3,66.51,29.9
21245S,1,91.3,6.3
21245S,2,84.6,13.4
21245S,3,64.2,33.4
21245S,1,87.9,10.6
21245S,2,77.5,21.5
21245S,3,61.5,34.1
21245S,1,73.6,24.3
21245S,2,60.86,36.04
21245S,3,58.1,38.3
21278S,1,60.7,29
21278S,2,58.3,26.1
21278S,3,58.8,24.3
21278S,1,62.32,25.71
21278S,2,53.13,28.01
21278S,3,57.44,22.84
21278S,1,51.85,32.37
21278S,2,44.53,30.56
21278S,3,48,32
21278S,1,66.2,23.6
21278S,2,70,19.1
21278S,3,60.4,29.4
21278S,1,54.6,35.1
21278S,2,55.5,29.9
21278S,3,59.4,27.4
21278S,1,59.3,31.2
21278S,2,56,27.9
21278S,3,50.4,38
21529S,1,38.98,45.38
21529S,2,35.14,37.27
21529S,3,47.49,27.26
21529S,1,63.7,28.44
21529S,2,62.17,28.48
21529S,3,63.78,29.87
21529S,1,57,34.33
21529S,2,59.7,31.96
21529S,3,56.16,33.11
21529S,1,48.96,39.78
21529S,2,47.61,37.37
21529S,3,44.9,38.9
21529S,1,48.66,44.08
21529S,2,47.65,43.64
21529S,3,47.4,40.74
21529S,1,44.25,48.75
21529S,2,40.56,47.58
21529S,3,40.38,49.21
21529S,1,37.47,53.9
21529S,2,45.28,48.22
21529S,3,38.53,49.46
21529S,1,37.9,56.1
21529S,2,44.35,51.04
21529S,3,38,49.62
21529S,1,30.63,64.56
21529S,2,34.14,61.99
21529S,3,29.9,64.3
21529S,1,33.5,62.1
21529S,2,34.53,61.16
21529S,3,31.6,58.9
21529S,1,40.25,55.73
21529S,2,41.9,53.81
21529S,3,43.46,46.32
21529S,1,40.07,55.48
21529S,2,41.62,51.96
21529S,3,46.3,47.2
21529S,1,47.81,49.76
21529S,2,52.3,43.1
21529S,3,51.05,44.98
21529S,1,53.2,44.2
21529S,2,54.9,42.1
21529S,3,54.1,40.1
21529S,1,88.2,0.7
21529S,2,82.9,0.3
21529S,3,85.4,2.5
21529S,1,86.6,3.3
21529S,2,82.5,2.3
21529S,3,85.7,2.7
21529S,1,82.3,7.6
21529S,2,75.4,8.1
21529S,3,76.9,13.5
21529S,1,67.07,18.32
21529S,2,66.1,23.9
21529S,3,61.6,30.8
21550S,1,43.38,55.22
21550S,2,43.95,54.03
21550S,3,39.3,59.2
21550S,1,40.14,58.53
21550S,2,46.41,51.64
21550S,3,41.08,57.32
21550S,1,96.1,2.7
21550S,2,93.3,5.4
21550S,3,95.5,4.3
21550S,1,95.39,3.11
21550S,2,91.6,7.7
21550S,3,90.96,7.56
21550S,1,88.7,9.2
21550S,2,78.7,17
21550S,3,77.5,20.9
21550S,1,69.3,29.5
21550S,2,50.7,48.3
21550S,3,38.1,61.3
21550S,1,58.3,40
21550S,2,47.6,51.1
21550S,3,41.3,57.8
21556S,1,23.58,66.95
21556S,2,33.64,57.52
21556S,3,37.7,53.02
21556S,1,44.41,49.12
21556S,2,38.58,49.29
21556S,3,43.3,48.03
21556S,1,50.13,43.23
21556S,2,43.8,50.53
21556S,3,47.03,44.84
21556S,1,46.84,44.14
21556S,2,45.58,47.71
21556S,3,47.35,41.49
21556S,1,58,31.51
21556S,2,53.53,36.52
21556S,3,44.4,46.5
21556S,1,76.48,12.42
21556S,2,70.7,17.7
21556S,3,60.3,31.1
21556S,1,75.52,14.61
21556S,2,74.61,15.18
21556S,3,62.47,28.31
21556S,1,83.66,7.17
21556S,2,76.26,13.92
21556S,3,57.76,30.54
21556S,1,84.67,3.52
21556S,2,83.67,7.16
21556S,3,77.27,8.68
21556S,1,89.77,2.05
21556S,2,89.39,3.5
21556S,3,87.18,5.61
21556S,1,91.73,1.79
21556S,2,85.6,4.1
21556S,3,81.69,6.47
21556S,1,88.4,3.5
21556S,2,82.59,7.36
21556S,3,79.59,6.94
21556S,1,83.58,6.4
21556S,2,79.16,11.42
21556S,3,78.49,8.71
21556S,1,75.9,14.5
21556S,2,68.7,18.3
21556S,3,72.3,17.3
21556S,1,65,26.5
21556S,2,50.6,38.8
21556S,3,56.1,34.1
21556S,1,92,6.5
21556S,2,90.9,6.9
21556S,3,92.1,5.4
21556S,1,87.9,9.7
21556S,2,85.8,9.5
21556S,3,84.7,12.6
21556S,1,78.7,17.1
21556S,2,71.9,18
21556S,3,71,23.1
21556S,1,54.1,31.9
21556S,2,54.06,32.53
21556S,3,60.5,34.6
